# Time  F_D  F_L p_front p_back
2.8675000000e+01 1.6733648315e-04 1.4223675168e-06 1.6200706859e-03 -6.4391692593e-04
2.8680000000e+01 1.6731630033e-04 1.3343635965e-06 1.6200440580e-03 -6.4324412211e-04
2.8685000000e+01 1.6704511011e-04 3.6547330913e-06 1.6199463281e-03 -6.4232149399e-04
2.8690000000e+01 1.6658458626e-04 7.7667811654e-06 1.6197956819e-03 -6.4120949960e-04
2.8695000000e+01 1.6603654998e-04 1.2667131080e-05 1.6196206291e-03 -6.4000810178e-04
2.8700000000e+01 1.6552344617e-04 1.7199641384e-05 1.6194567421e-03 -6.3883978166e-04
2.8705000000e+01 1.6516271644e-04 2.0302208589e-05 1.6193398492e-03 -6.3782438704e-04
2.8710000000e+01 1.6503921681e-04 2.1221841879e-05 1.6192963358e-03 -6.3704909560e-04
2.8715000000e+01 1.6518362747e-04 1.9671522590e-05 1.6193343067e-03 -6.3654441262e-04
2.8720000000e+01 1.6556490413e-04 1.5902858746e-05 1.6194412573e-03 -6.3627658003e-04
2.8725000000e+01 1.6609944291e-04 1.0666446214e-05 1.6195891316e-03 -6.3615944005e-04
2.8730000000e+01 1.6667240466e-04 5.0512595748e-06 1.6197434639e-03 -6.3607806401e-04
2.8735000000e+01 1.6716321402e-04 2.3502034787e-07 1.6198709644e-03 -6.3591407294e-04
2.8740000000e+01 1.6746925951e-04 -2.7866843816e-06 1.6199441550e-03 -6.3556667408e-04
2.8745000000e+01 1.6752561921e-04 -3.4198154371e-06 1.6199446244e-03 -6.3497053017e-04
2.8750000000e+01 1.6731961665e-04 -1.5919379826e-06 1.6198676246e-03 -6.3411098555e-04
2.8755000000e+01 1.6689671736e-04 2.2416757648e-06 1.6197261057e-03 -6.3303266897e-04
2.8760000000e+01 1.6635296955e-04 7.1978860292e-06 1.6195503153e-03 -6.3183335248e-04
2.8765000000e+01 1.6581286251e-04 1.2151517927e-05 1.6193799545e-03 -6.3064063085e-04
2.8770000000e+01 1.6539858604e-04 1.5975877150e-05 1.6192522651e-03 -6.2957826279e-04
2.8775000000e+01 1.6520123861e-04 1.7791108864e-05 1.6191918813e-03 -6.2873611399e-04
2.8780000000e+01 1.6526251668e-04 1.7163610893e-05 1.6192072133e-03 -6.2815324964e-04
2.8785000000e+01 1.6556905953e-04 1.4206162190e-05 1.6192918580e-03 -6.2781512312e-04
2.8790000000e+01 1.6605679781e-04 9.5527776786e-06 1.6194274544e-03 -6.2765884839e-04
2.8795000000e+01 1.6662276559e-04 4.2147440228e-06 1.6195853843e-03 -6.2758344781e-04
2.8800000000e+01 1.6714433354e-04 -6.4637817903e-07 1.6197298964e-03 -6.2746651875e-04
2.8805000000e+01 1.6750545211e-04 -3.9751199856e-06 1.6198251665e-03 -6.2719010272e-04
2.8810000000e+01 1.6762488450e-04 -5.0502961795e-06 1.6198459490e-03 -6.2667091070e-04
2.8815000000e+01 1.6747711912e-04 -3.6374341229e-06 1.6197860158e-03 -6.2588378986e-04
2.8820000000e+01 1.6709791958e-04 -3.6960044845e-08 1.6196596666e-03 -6.2486725447e-04
2.8825000000e+01 1.6657333801e-04 4.9786845499e-06 1.6194954757e-03 -6.2371019425e-04
2.8830000000e+01 1.6601809374e-04 1.0327316764e-05 1.6193274626e-03 -6.2252774676e-04
2.8835000000e+01 1.6555108737e-04 1.4850491724e-05 1.6191881127e-03 -6.2143702986e-04
2.8840000000e+01 1.6527258037e-04 1.7572405674e-05 1.6191045445e-03 -6.2053661039e-04
2.8845000000e+01 1.6524435396e-04 1.7923666653e-05 1.6190946177e-03 -6.1988881920e-04
2.8850000000e+01 1.6547484355e-04 1.5870402044e-05 1.6191619468e-03 -6.1950420023e-04
2.8855000000e+01 1.6591405905e-04 1.1914251375e-05 1.6192918054e-03 -6.1933400363e-04
2.8860000000e+01 1.6646303115e-04 6.9698322880e-06 1.6194528424e-03 -6.1927786712e-04
2.8865000000e+01 1.6699738680e-04 2.1601556059e-06 1.6196055220e-03 -6.1920865649e-04
2.8870000000e+01 1.6739779048e-04 -1.4197970311e-06 1.6197140351e-03 -6.1900559345e-04
2.8875000000e+01 1.6757708805e-04 -2.9300828923e-06 1.6197551202e-03 -6.1858302008e-04
2.8880000000e+01 1.6749722308e-04 -1.9691886283e-06 1.6197212190e-03 -6.1790579893e-04
2.8885000000e+01 1.6717473785e-04 1.3239805557e-06 1.6196191292e-03 -6.1699212083e-04
2.8890000000e+01 1.6667674835e-04 6.2869769249e-06 1.6194680924e-03 -6.1590816750e-04
2.8895000000e+01 1.6610858424e-04 1.1882071906e-05 1.6192977411e-03 -6.1475752333e-04
2.8900000000e+01 1.6559312421e-04 1.6941433245e-05 1.6191442980e-03 -6.1366296904e-04
2.8905000000e+01 1.6524368795e-04 2.0435921115e-05 1.6190425452e-03 -6.1274007157e-04
2.8910000000e+01 1.6513667490e-04 2.1693274774e-05 1.6190158504e-03 -6.1206757725e-04
2.8915000000e+01 1.6529274924e-04 2.0525338378e-05 1.6190686767e-03 -6.1166616317e-04
2.8920000000e+01 1.6567290113e-04 1.7259167382e-05 1.6191861359e-03 -6.1149421942e-04
2.8925000000e+01 1.6618951623e-04 1.2677132854e-05 1.6193396385e-03 -6.1146154820e-04
2.8930000000e+01 1.6672731644e-04 7.8657274284e-06 1.6194951813e-03 -6.1145270811e-04
2.8935000000e+01 1.6716783730e-04 3.9820486827e-06 1.6196199563e-03 -6.1135148194e-04
2.8940000000e+01 1.6741306746e-04 1.9822813662e-06 1.6196872008e-03 -6.1106185091e-04
2.8945000000e+01 1.6740562530e-04 2.3911692266e-06 1.6196803897e-03 -6.1052618794e-04
2.8950000000e+01 1.6714241586e-04 5.1869191426e-06 1.6195980062e-03 -6.0973943122e-04
2.8955000000e+01 1.6667753275e-04 9.8272183639e-06 1.6194561493e-03 -6.0875476618e-04
2.8960000000e+01 1.6611137385e-04 1.5386453097e-05 1.6192863327e-03 -6.0767429605e-04
2.8965000000e+01 1.6556737019e-04 2.0752853087e-05 1.6191271990e-03 -6.0662462266e-04
2.8970000000e+01 1.6516277808e-04 2.4848783282e-05 1.6190138475e-03 -6.0572458618e-04
2.8975000000e+01 1.6498215472e-04 2.6852915986e-05 1.6189690429e-03 -6.0505742889e-04
2.8980000000e+01 1.6506014610e-04 2.6391941416e-05 1.6189997653e-03 -6.0465503200e-04
2.8985000000e+01 1.6537593972e-04 2.3646316373e-05 1.6190977972e-03 -6.0449535593e-04
2.8990000000e+01 1.6585847271e-04 1.9318819663e-05 1.6192423616e-03 -6.0450859878e-04
2.8995000000e+01 1.6640064698e-04 1.4462845512e-05 1.6194029816e-03 -6.0458973889e-04
2.9000000000e+01 1.6688092763e-04 1.0227677486e-05 1.6195441583e-03 -6.0461741752e-04
2.9005000000e+01 1.6718959172e-04 7.6032133703e-06 1.6196325629e-03 -6.0447989681e-04
2.9010000000e+01 1.6725434049e-04 7.2230882308e-06 1.6196462062e-03 -6.0410281382e-04
2.9015000000e+01 1.6705807715e-04 9.2456810959e-06 1.6195812206e-03 -6.0346955187e-04
2.9020000000e+01 1.6664291740e-04 1.3316036101e-05 1.6194530636e-03 -6.0262506325e-04
2.9025000000e+01 1.6609921779e-04 1.8621340381e-05 1.6192910621e-03 -6.0166245342e-04
2.9030000000e+01 1.6554381728e-04 2.4053763544e-05 1.6191300824e-03 -6.0069872103e-04
2.9035000000e+01 1.6509430376e-04 2.8462501595e-05 1.6190027730e-03 -5.9984947370e-04
2.9040000000e+01 1.6484509034e-04 3.0928832906e-05 1.6189346221e-03 -5.9920743649e-04
2.9045000000e+01 1.6484859688e-04 3.0977851057e-05 1.6189401612e-03 -5.9882568092e-04
2.9050000000e+01 1.6510361349e-04 2.8669085065e-05 1.6190195952e-03 -5.9870503578e-04
2.9055000000e+01 1.6555347638e-04 2.4561971175e-05 1.6191563243e-03 -5.9878981623e-04
2.9060000000e+01 1.6609671946e-04 1.9587697969e-05 1.6193189307e-03 -5.9897691366e-04
2.9065000000e+01 1.6660988321e-04 1.4860455542e-05 1.6194686315e-03 -5.9914010477e-04
2.9070000000e+01 1.6697699312e-04 1.1450547040e-05 1.6195704150e-03 -5.9916216593e-04
2.9075000000e+01 1.6711669605e-04 1.0149179438e-05 1.6196021788e-03 -5.9896335570e-04
2.9080000000e+01 1.6699921325e-04 1.1277802428e-05 1.6195586470e-03 -5.9851661342e-04
2.9085000000e+01 1.6665027078e-04 1.4603789839e-05 1.6194497396e-03 -5.9784895693e-04
2.9090000000e+01 1.6614396652e-04 1.9396025380e-05 1.6192971935e-03 -5.9703335632e-04
2.9095000000e+01 1.6558782874e-04 2.4602209702e-05 1.6191311401e-03 -5.9617567970e-04
2.9100000000e+01 1.6510193573e-04 2.9089720176e-05 1.6189863605e-03 -5.9539601004e-04
2.9105000000e+01 1.6479364548e-04 3.1887135747e-05 1.6188954507e-03 -5.9480379662e-04
2.9110000000e+01 1.6473221758e-04 3.2382559732e-05 1.6188798853e-03 -5.9447021247e-04
2.9115000000e+01 1.6493085502e-04 3.0451914432e-05 1.6189424468e-03 -5.9440810309e-04
2.9120000000e+01 1.6534319387e-04 2.6494286822e-05 1.6190662601e-03 -5.9456847511e-04
2.9125000000e+01 1.6587579938e-04 2.1356238995e-05 1.6192206902e-03 -5.9485552278e-04
2.9130000000e+01 1.6641142516e-04 1.6148443661e-05 1.6193708409e-03 -5.9515188578e-04
2.9135000000e+01 1.6683485246e-04 1.1993371365e-05 1.6194850504e-03 -5.9534431226e-04
2.9140000000e+01 1.6705548594e-04 9.7695138456e-06 1.6195392998e-03 -5.9534379896e-04
2.9145000000e+01 1.6702473921e-04 9.9180703898e-06 1.6195199650e-03 -5.9510135296e-04
2.9150000000e+01 1.6674718822e-04 1.2353781277e-05 1.6194275265e-03 -5.9461972244e-04
2.9155000000e+01 1.6628251376e-04 1.6490992945e-05 1.6192792300e-03 -5.9395782851e-04
2.9160000000e+01 1.6573449893e-04 2.1372604527e-05 1.6191074649e-03 -5.9322095702e-04
2.9165000000e+01 1.6522708560e-04 2.5874818463e-05 1.6189513537e-03 -5.9253573311e-04
2.9170000000e+01 1.6487399617e-04 2.8948738309e-05 1.6188452366e-03 -5.9201706997e-04
2.9175000000e+01 1.6475213932e-04 2.9850336481e-05 1.6188094283e-03 -5.9174052647e-04
2.9180000000e+01 1.6488647839e-04 2.8307751642e-05 1.6188476061e-03 -5.9172844746e-04
2.9185000000e+01 1.6524773155e-04 2.4585479782e-05 1.6189489212e-03 -5.9195030467e-04
2.9190000000e+01 1.6575987525e-04 1.9427699874e-05 1.6190915550e-03 -5.9233099236e-04
2.9195000000e+01 1.6631463270e-04 1.3892026338e-05 1.6192452274e-03 -5.9276389819e-04
2.9200000000e+01 1.6679225027e-04 9.1121802775e-06 1.6193750714e-03 -5.9312930943e-04
2.9205000000e+01 1.6708736779e-04 6.0462342394e-06 1.6194486988e-03 -5.9332002766e-04
2.9210000000e+01 1.6713475628e-04 5.2691199436e-06 1.6194459772e-03 -5.9326889075e-04
2.9215000000e+01 1.6692630313e-04 6.8534945713e-06 1.6193659473e-03 -5.9296808315e-04
2.9220000000e+01 1.6651251765e-04 1.0358638457e-05 1.6192270108e-03 -5.9247053776e-04
2.9225000000e+01 1.6598855002e-04 1.4924447575e-05 1.6190599848e-03 -5.9187384734e-04
2.9230000000e+01 1.6547100157e-04 1.9452045169e-05 1.6188992042e-03 -5.9129475077e-04
2.9235000000e+01 1.6507312475e-04 2.2840416487e-05 1.6187755340e-03 -5.9084463377e-04
2.9240000000e+01 1.6488290650e-04 2.4233542553e-05 1.6187126113e-03 -5.9060970941e-04
2.9245000000e+01 1.6494553627e-04 2.3219248898e-05 1.6187233479e-03 -5.9063546894e-04
2.9250000000e+01 1.6525217107e-04 1.9924073465e-05 1.6188060499e-03 -5.9091475052e-04
2.9255000000e+01 1.6573901816e-04 1.4977345191e-05 1.6189418075e-03 -5.9138464386e-04
2.9260000000e+01 1.6630014234e-04 9.3604397858e-06 1.6190974738e-03 -5.9193768613e-04
2.9265000000e+01 1.6681245604e-04 4.1887228439e-06 1.6192343903e-03 -5.9244810421e-04
2.9270000000e+01 1.6716543251e-04 4.7832296022e-07 1.6193197352e-03 -5.9280397203e-04
2.9275000000e+01 1.6728605624e-04 -1.0632127329e-06 1.6193344313e-03 -5.9293360713e-04
2.9280000000e+01 1.6715283059e-04 -1.9215384399e-07 1.6192755899e-03 -5.9281806620e-04
2.9285000000e+01 1.6679802919e-04 2.8036333373e-06 1.6191544806e-03 -5.9249096207e-04
2.9290000000e+01 1.6630036132e-04 7.1555854567e-06 1.6189938241e-03 -5.9202994133e-04
2.9295000000e+01 1.6576979332e-04 1.1788074590e-05 1.6188247279e-03 -5.9154320545e-04
2.9300000000e+01 1.6532546971e-04 1.5572524148e-05 1.6186822228e-03 -5.9114964739e-04
2.9305000000e+01 1.6506936182e-04 1.7586286734e-05 1.6185973981e-03 -5.9095311020e-04
2.9310000000e+01 1.6506172264e-04 1.7306291187e-05 1.6185885619e-03 -5.9101569712e-04
2.9315000000e+01 1.6530611817e-04 1.4704510917e-05 1.6186551462e-03 -5.9134066205e-04
2.9320000000e+01 1.6574917971e-04 1.0246576935e-05 1.6187783712e-03 -5.9187198279e-04
2.9325000000e+01 1.6629448313e-04 4.8031252986e-06 1.6189274376e-03 -5.9251072621e-04
2.9330000000e+01 1.6682516537e-04 -5.2178700085e-07 1.6190680744e-03 -5.9313978781e-04
2.9335000000e+01 1.6722883836e-04 -4.6301197589e-06 1.6191692509e-03 -5.9364874940e-04
2.9340000000e+01 1.6742020676e-04 -6.6883236393e-06 1.6192079681e-03 -5.9395397678e-04
2.9345000000e+01 1.6735860390e-04 -6.3281476301e-06 1.6191727985e-03 -5.9401441581e-04
2.9350000000e+01 1.6705778296e-04 -3.7245648565e-06 1.6190674187e-03 -5.9384190896e-04
2.9355000000e+01 1.6658481997e-04 4.6375155221e-07 1.6189117813e-03 -5.9350266874e-04
2.9360000000e+01 1.6604629515e-04 5.2546298096e-06 1.6187389829e-03 -5.9310474847e-04
2.9365000000e+01 1.6556383862e-04 9.5503933105e-06 1.6185867611e-03 -5.9277249750e-04
2.9370000000e+01 1.6524554443e-04 1.2356974640e-05 1.6184872875e-03 -5.9261517018e-04
2.9375000000e+01 1.6516148658e-04 1.2991357682e-05 1.6184590870e-03 -5.9270136196e-04
2.9380000000e+01 1.6532947611e-04 1.1244328562e-05 1.6185043627e-03 -5.9304615428e-04
2.9385000000e+01 1.6571300990e-04 7.4479683906e-06 1.6186104039e-03 -5.9361181906e-04
2.9390000000e+01 1.6622993839e-04 2.4081232856e-06 1.6187532142e-03 -5.9431723051e-04
2.9395000000e+01 1.6676927340e-04 -2.7896001458e-06 1.6189012272e-03 -5.9505312893e-04
2.9400000000e+01 1.6721374758e-04 -7.0380312331e-06 1.6190204000e-03 -5.9570222870e-04
2.9405000000e+01 1.6746508394e-04 -9.4514474129e-06 1.6190810823e-03 -5.9616432945e-04
2.9410000000e+01 1.6746694240e-04 -9.5403729455e-06 1.6190662511e-03 -5.9638120640e-04
2.9415000000e+01 1.6721907697e-04 -7.3023921737e-06 1.6189770361e-03 -5.9635309668e-04
2.9420000000e+01 1.6677767291e-04 -3.2275709132e-06 1.6188328539e-03 -5.9613872890e-04
2.9425000000e+01 1.6624140032e-04 1.7890560489e-06 1.6186652147e-03 -5.9583913700e-04
2.9430000000e+01 1.6572789335e-04 6.6321986978e-06 1.6185090431e-03 -5.9557190883e-04
2.9435000000e+01 1.6534782170e-04 1.0220868820e-05 1.6183948915e-03 -5.9544577769e-04
2.9440000000e+01 1.6518241049e-04 1.1765220646e-05 1.6183443674e-03 -5.9554032713e-04
2.9445000000e+01 1.6526743101e-04 1.0946781344e-05 1.6183670539e-03 -5.9589181932e-04
2.9450000000e+01 1.6558519888e-04 7.9752225157e-06 1.6184582309e-03 -5.9648425835e-04
2.9455000000e+01 1.6606644799e-04 3.5244923768e-06 1.6185975973e-03 -5.9724908109e-04
2.9460000000e+01 1.6660383509e-04 -1.4178739876e-06 1.6187522072e-03 -5.9807730341e-04
2.9465000000e+01 1.6707605205e-04 -5.7533470707e-06 1.6188842444e-03 -5.9884508672e-04
2.9470000000e+01 1.6737675325e-04 -8.4994092308e-06 1.6189618442e-03 -5.9944499355e-04
2.9475000000e+01 1.6743944891e-04 -9.0069601853e-06 1.6189673929e-03 -5.9981204358e-04
2.9480000000e+01 1.6725113944e-04 -7.1174030361e-06 1.6189004521e-03 -5.9993568799e-04
2.9485000000e+01 1.6685267386e-04 -3.2079268828e-06 1.6187752091e-03 -5.9985790390e-04
2.9490000000e+01 1.6632846255e-04 1.8961447092e-06 1.6186163365e-03 -5.9966202375e-04
2.9495000000e+01 1.6578930227e-04 7.1161861167e-06 1.6184549000e-03 -5.9945732447e-04
2.9500000000e+01 1.6535063266e-04 1.1364066803e-05 1.6183242415e-03 -5.9935921809e-04
2.9505000000e+01 1.6510811893e-04 1.3774411341e-05 1.6182532989e-03 -5.9946518108e-04
2.9510000000e+01 1.6511483457e-04 1.3882594715e-05 1.6182585125e-03 -5.9982986574e-04
2.9515000000e+01 1.6536705775e-04 1.1722280362e-05 1.6183375610e-03 -6.0044908123e-04
2.9520000000e+01 1.6580468545e-04 7.8244209042e-06 1.6184697003e-03 -6.0126023499e-04
2.9525000000e+01 1.6632670441e-04 3.1094194328e-06 1.6186224201e-03 -6.0216014431e-04
2.9530000000e+01 1.6681585225e-04 -1.3134583993e-06 1.6187610991e-03 -6.0303146712e-04
2.9535000000e+01 1.6716428977e-04 -4.3961993078e-06 1.6188562950e-03 -6.0376818242e-04
2.9540000000e+01 1.6729468942e-04 -5.3892595926e-06 1.6188878110e-03 -6.0429441179e-04
2.9545000000e+01 1.6717499592e-04 -4.0070163837e-06 1.6188468637e-03 -6.0457775884e-04
2.9550000000e+01 1.6682611100e-04 -4.8538336147e-07 1.6187388532e-03 -6.0463750711e-04
2.9555000000e+01 1.6632008440e-04 4.4753295370e-06 1.6185847465e-03 -6.0454507192e-04
2.9560000000e+01 1.6576607878e-04 9.8650539194e-06 1.6184183435e-03 -6.0441099839e-04
2.9565000000e+01 1.6528517466e-04 1.4582086934e-05 1.6182774980e-03 -6.0435876884e-04
2.9570000000e+01 1.6498090116e-04 1.7670277500e-05 1.6181931519e-03 -6.0449288093e-04
2.9575000000e+01 1.6491520544e-04 1.8526792645e-05 1.6181811077e-03 -6.0487393812e-04
2.9580000000e+01 1.6509662233e-04 1.7036308228e-05 1.6182403919e-03 -6.0550800691e-04
2.9585000000e+01 1.6548128019e-04 1.3600436061e-05 1.6183560836e-03 -6.0635004862e-04
2.9590000000e+01 1.6598332679e-04 9.0520685740e-06 1.6185035126e-03 -6.0731502698e-04
2.9595000000e+01 1.6649165877e-04 4.4702654403e-06 1.6186514664e-03 -6.0829335171e-04
2.9600000000e+01 1.6689170350e-04 9.3725960447e-07 1.6187666234e-03 -6.0917047353e-04
2.9605000000e+01 1.6709039435e-04 -7.0371952925e-07 1.6188204748e-03 -6.0985167337e-04
2.9610000000e+01 1.6703903094e-04 -3.1411604951e-08 1.6187980689e-03 -6.1028655692e-04
2.9615000000e+01 1.6674626806e-04 2.8686079737e-06 1.6187034362e-03 -6.1048414804e-04
2.9620000000e+01 1.6627580687e-04 7.4279859075e-06 1.6185585571e-03 -6.1051040098e-04
2.9625000000e+01 1.6572978322e-04 1.2716729110e-05 1.6183958530e-03 -6.1046965640e-04
2.9630000000e+01 1.6522443972e-04 1.7637726624e-05 1.6182492865e-03 -6.1047818541e-04
2.9635000000e+01 1.6486549054e-04 2.1162345972e-05 1.6181475123e-03 -6.1063989423e-04
2.9640000000e+01 1.6472754247e-04 2.2562054296e-05 1.6181103008e-03 -6.1102769104e-04
2.9645000000e+01 1.6483918075e-04 2.1579459915e-05 1.6181455712e-03 -6.1167039259e-04
2.9650000000e+01 1.6517544261e-04 1.8488294665e-05 1.6182466504e-03 -6.1254449224e-04
2.9655000000e+01 1.6566081294e-04 1.4023705827e-05 1.6183910754e-03 -6.1357518027e-04
2.9660000000e+01 1.6618487836e-04 9.2077876693e-06 1.6185446006e-03 -6.1465055893e-04
2.9665000000e+01 1.6662818558e-04 5.1233573125e-06 1.6186700560e-03 -6.1564871300e-04
2.9670000000e+01 1.6689078907e-04 2.6884349879e-06 1.6187380233e-03 -6.1646847678e-04
2.9675000000e+01 1.6691469139e-04 2.4674591755e-06 1.6187337929e-03 -6.1705315920e-04
2.9680000000e+01 1.6669477876e-04 4.5456618017e-06 1.6186590336e-03 -6.1739999320e-04
2.9685000000e+01 1.6627785258e-04 8.4952721424e-06 1.6185290966e-03 -6.1755693750e-04
2.9690000000e+01 1.6575220445e-04 1.3458092948e-05 1.6183695100e-03 -6.1761121337e-04
2.9695000000e+01 1.6523008887e-04 1.8340018642e-05 1.6182120699e-03 -6.1767340099e-04
2.9700000000e+01 1.6482485141e-04 2.2068643840e-05 1.6180899334e-03 -6.1785655680e-04
2.9705000000e+01 1.6462584228e-04 2.3837530927e-05 1.6180302340e-03 -6.1825098058e-04
2.9710000000e+01 1.6467696600e-04 2.3272667500e-05 1.6180458053e-03 -6.1890409444e-04
2.9715000000e+01 1.6496553593e-04 2.0496116578e-05 1.6181316471e-03 -6.1980071941e-04
2.9720000000e+01 1.6542557201e-04 1.6093620104e-05 1.6182654265e-03 -6.2087295737e-04
2.9725000000e+01 1.6595413818e-04 1.1000148118e-05 1.6184147363e-03 -6.2201554332e-04
2.9730000000e+01 1.6643522310e-04 6.3121765742e-06 1.6185456856e-03 -6.2311225730e-04
2.9735000000e+01 1.6676458958e-04 3.0474465373e-06 1.6186296079e-03 -6.2406064804e-04
2.9740000000e+01 1.6687086706e-04 1.9040502609e-06 1.6186475751e-03 -6.2479078021e-04
2.9745000000e+01 1.6673015359e-04 3.0918148296e-06 1.6185931926e-03 -6.2527829897e-04
2.9750000000e+01 1.6637198193e-04 6.2910643078e-06 1.6184749083e-03 -6.2555092490e-04
2.9755000000e+01 1.6587452562e-04 1.0742760672e-05 1.6183158973e-03 -6.2568602534e-04
2.9760000000e+01 1.6534830009e-04 1.5427698710e-05 1.6181501287e-03 -6.2579539980e-04
2.9765000000e+01 1.6491102345e-04 1.9281181404e-05 1.6180138212e-03 -6.2599907710e-04
2.9770000000e+01 1.6466007114e-04 2.1406746851e-05 1.6179357527e-03 -6.2639523233e-04
2.9775000000e+01 1.6465036016e-04 2.1265169566e-05 1.6179299809e-03 -6.2703719120e-04
2.9780000000e+01 1.6488329600e-04 1.8806127829e-05 1.6179940149e-03 -6.2792370145e-04
2.9785000000e+01 1.6530817982e-04 1.4498123108e-05 1.6181110860e-03 -6.2900285195e-04
2.9790000000e+01 1.6583399920e-04 9.2283395867e-06 1.6182546263e-03 -6.3018446592e-04
2.9795000000e+01 1.6634831758e-04 4.0914652428e-06 1.6183926979e-03 -6.3135753288e-04
2.9800000000e+01 1.6674024346e-04 1.3288184617e-07 1.6184932903e-03 -6.3241098191e-04
2.9805000000e+01 1.6692426984e-04 -1.8785415791e-06 1.6185307589e-03 -6.3325745938e-04
2.9810000000e+01 1.6686031807e-04 -1.6009602836e-06 1.6184930567e-03 -6.3385514609e-04
2.9815000000e+01 1.6656424213e-04 8.1885654193e-07 1.6183860625e-03 -6.3422031221e-04
2.9820000000e+01 1.6610462613e-04 4.7718072313e-06 1.6182326366e-03 -6.3442375563e-04
2.9825000000e+01 1.6558619345e-04 9.3027401673e-06 1.6180657975e-03 -6.3457215039e-04
2.9830000000e+01 1.6512503795e-04 1.3311736876e-05 1.6179198172e-03 -6.3478130485e-04
2.9835000000e+01 1.6482303774e-04 1.5805644017e-05 1.6178226040e-03 -6.3515113025e-04
2.9840000000e+01 1.6474724048e-04 1.6132826485e-05 1.6177915945e-03 -6.3574702375e-04
2.9845000000e+01 1.6491688204e-04 1.4130731782e-05 1.6178314996e-03 -6.3658849679e-04
2.9850000000e+01 1.6529896815e-04 1.0149573530e-05 1.6179330485e-03 -6.3764387728e-04
2.9855000000e+01 1.6581355827e-04 4.9612371961e-06 1.6180728310e-03 -6.3883363677e-04
2.9860000000e+01 1.6634972661e-04 -4.1076084334e-07 1.6182170383e-03 -6.4004517815e-04
2.9865000000e+01 1.6679049206e-04 -4.9031518498e-06 1.6183294683e-03 -6.4115912364e-04
2.9870000000e+01 1.6704069024e-04 -7.6349755577e-06 1.6183818410e-03 -6.4207928239e-04
2.9875000000e+01 1.6704926258e-04 -8.1030673553e-06 1.6183611951e-03 -6.4275590771e-04
2.9880000000e+01 1.6681944274e-04 -6.3042736313e-06 1.6182717564e-03 -6.4319433977e-04
2.9885000000e+01 1.6640564960e-04 -2.7435049248e-06 1.6181315306e-03 -6.4344986135e-04
2.9890000000e+01 1.6590038950e-04 1.6821539377e-06 1.6179674684e-03 -6.4361384449e-04
2.9895000000e+01 1.6541532843e-04 5.8916827147e-06 1.6178109005e-03 -6.4379642660e-04
2.9900000000e+01 1.6505917678e-04 8.8627861848e-06 1.6176931445e-03 -6.4410614390e-04
2.9905000000e+01 1.6491455401e-04 9.8511406076e-06 1.6176391388e-03 -6.4462706325e-04
2.9910000000e+01 1.6501804232e-04 8.5449459854e-06 1.6176602542e-03 -6.4539696194e-04
2.9915000000e+01 1.6534980117e-04 5.1304609528e-06 1.6177493895e-03 -6.4639533404e-04
2.9920000000e+01 1.6583769032e-04 2.5625461781e-07 1.6178824844e-03 -6.4754760523e-04
2.9925000000e+01 1.6637531037e-04 -5.1023133202e-06 1.6180258537e-03 -6.4874528834e-04
2.9930000000e+01 1.6684756738e-04 -9.8555632242e-06 1.6181458182e-03 -6.4987314411e-04
2.9935000000e+01 1.6715567907e-04 -1.3042832077e-05 1.6182156863e-03 -6.5083396576e-04
2.9940000000e+01 1.6723639859e-04 -1.4048286548e-05 1.6182193423e-03 -6.5156573555e-04
2.9945000000e+01 1.6707395865e-04 -1.2737054430e-05 1.6181528280e-03 -6.5205227447e-04
2.9950000000e+01 1.6670427427e-04 -9.4813168100e-06 1.6180260957e-03 -6.5232795686e-04
2.9955000000e+01 1.6620962869e-04 -5.0738404370e-06 1.6178632335e-03 -6.5247441778e-04
2.9960000000e+01 1.6570208520e-04 -5.5162592028e-07 1.6176987478e-03 -6.5260488773e-04
2.9965000000e+01 1.6529758434e-04 3.0301539990e-06 1.6175686334e-03 -6.5283734425e-04
2.9970000000e+01 1.6508786743e-04 4.8257299650e-06 1.6175000463e-03 -6.5326422859e-04
2.9975000000e+01 1.6511931582e-04 4.3813790756e-06 1.6175042117e-03 -6.5393049701e-04
2.9980000000e+01 1.6538449223e-04 1.7360837360e-06 1.6175757088e-03 -6.5482631873e-04
2.9985000000e+01 1.6582631941e-04 -2.5821933306e-06 1.6176960202e-03 -6.5589345343e-04
2.9990000000e+01 1.6635115267e-04 -7.6683005056e-06 1.6178382714e-03 -6.5703893799e-04
2.9995000000e+01 1.6684731526e-04 -1.2440036728e-05 1.6179710792e-03 -6.5815240015e-04
3.0000000000e+01 1.6720733372e-04 -1.5882253951e-05 1.6180632953e-03 -6.5912633337e-04
3.0005000000e+01 1.6735152836e-04 -1.7274793466e-05 1.6180906680e-03 -6.5987951024e-04
3.0010000000e+01 1.6724772616e-04 -1.6347970271e-05 1.6180434273e-03 -6.6037823222e-04
3.0015000000e+01 1.6692024839e-04 -1.3333002082e-05 1.6179302894e-03 -6.6064719442e-04
3.0020000000e+01 1.6644405775e-04 -8.9053988940e-06 1.6177762661e-03 -6.6076343610e-04
3.0025000000e+01 1.6592593645e-04 -4.0407453930e-06 1.6176147893e-03 -6.6083568283e-04
3.0030000000e+01 1.6547945211e-04 1.8928422966e-07 1.6174788357e-03 -6.6097742858e-04
